,user_id,user_url,last_edited,item_id,helpful,recommend,review,fecha
2107,76561198026040814,http://steamcommunity.com/profiles/76561198026040814,,214950,No ratings yet,True,Leaves city to conquer random plebs in the westArmy ambushed by plebs in forestRekt by plebs in westAthenians invade and take citiesArmy in ruinsCities ablazeFood shortage ensuesRebellion in last cityGG Athenians10/10 would lose again,2015-08-07
2108,76561198026040814,http://steamcommunity.com/profiles/76561198026040814,,222750,No ratings yet,True,"This game is a verry realistic take on the strategy genre. rather than massing expendable meatshields and throwing them at your enemies, every single unit death is a game changing event, sometimes completely de-railing your strategy entirely.9/10",2013-12-25
2110,PurpleGenius,http://steamcommunity.com/id/PurpleGenius,,33930,3 of 6 people (50%) found this review helpful,True,probley the best simulator i have ever played just marvelous i just love the game so much,2014-11-07
2114,epicsquid,http://steamcommunity.com/id/epicsquid,,22370,4 of 6 people (67%) found this review helpful,True,"If there is any game I could recommend, it would be this one. The things that got me were the: - Epic Storyline where you define the world around you - Awesome FPS gameplay combined with RPG elements, creating a diverse and interactive world - Make your own war, do what you want when you want - The end is never... even at the end, you can continue with the epic world!So trust me, this is a game you will never regret buying",2013-12-21
2115,epicsquid,http://steamcommunity.com/id/epicsquid,,220780,1 of 2 people (50%) found this review helpful,True,"Easily one of the best games I have ever played. Amazing story, beautiful but simple world, characters with personality, amazing music and exciting but puzzling platforming. I would recommend this to anyone, especially players of Portal and The Stanley Parable",2014-01-02
2117,76561198097219763,http://steamcommunity.com/profiles/76561198097219763,,224260,1 of 1 people (100%) found this review helpful,True,หนุก,2014-04-28
2118,76561198097219763,http://steamcommunity.com/profiles/76561198097219763,,440,1 of 1 people (100%) found this review helpful,True,ไม่ต้องแอดมา,2014-04-15
2120,76561198170217862,http://steamcommunity.com/profiles/76561198170217862,,8930,2 of 2 people (100%) found this review helpful,True,"One of the best strategy games ever made. So much immersion, required concentration and strategical gameplay is involved, as well as the incredible orchestrated soundtrack. 10/10 would kill ghandi again for nuking me.",2015-06-13
2124,76561198117877658,http://steamcommunity.com/profiles/76561198117877658,,248570,No ratings yet,True,I ripped a guys arms off and then beat him to death with it.10/10,2014-07-16
2125,76561198073082088,http://steamcommunity.com/profiles/76561198073082088,,319630,No ratings yet,True,Its like the devs decided to write a porno but the leading woman is your brain... p.s this game is worth all the shekels you can throw.,2015-07-19
2126,EternumHD,http://steamcommunity.com/id/EternumHD,,4000,1 of 1 people (100%) found this review helpful,True,Awesome Game!!,2014-04-23
2127,SpecialSomeone,http://steamcommunity.com/id/SpecialSomeone,,730,2 of 3 people (67%) found this review helpful,True,Its a good game,2014-12-15
2129,compuguy123,http://steamcommunity.com/id/compuguy123,,301520,0 of 1 people (0%) found this review helpful,True,very alpha but yes good comrades,2014-08-06
2130,compuguy123,http://steamcommunity.com/id/compuguy123,,333950,1 of 5 people (20%) found this review helpful,True,Tried to make 5:1 scale model of KV2. Tried torsion suspension. Became helicopter and cut down forest. 10/10 will tank again,2015-12-24
2131,compuguy123,http://steamcommunity.com/id/compuguy123,,730,No ratings yet,True,Sang Russian songs in casual. Got good. Won TheVoice. Quickscoped in comp. Won Australia's got talent with an AWP. 10/10 would bomb agaLOHA SNACKBAR SKDSSHHH,2015-12-24
2132,compuguy123,http://steamcommunity.com/id/compuguy123,,35450,No ratings yet,True,Anti tank rifle is best sniper,2015-08-24
2133,76561198041889877,http://steamcommunity.com/profiles/76561198041889877,,220240,No ratings yet,False,This game is boring and badly made.,2014-08-21
2134,76561198041889877,http://steamcommunity.com/profiles/76561198041889877,,235460,No ratings yet,True,THIS GAME IS AMAZING. PLAY IT.,2014-08-18
2135,76561198041889877,http://steamcommunity.com/profiles/76561198041889877,,238460,No ratings yet,True,"A fun, cheerful, hilarious and challenging little ♥♥♥♥♥♥♥ of a game. Think Dark Souls crossed with Castle Crashers and Mario.",2014-07-18
2136,76561198041889877,http://steamcommunity.com/profiles/76561198041889877,,211420,No ratings yet,True,This is a fun and challenging game.,2014-06-26
2137,76561198041889877,http://steamcommunity.com/profiles/76561198041889877,,236390,No ratings yet,True,Fantastic 1940s war simulator. The plane controls are fun and the battles are challenging. The only letdown is the tanks and the microtransactions,2014-06-25
2143,76561198064260593,http://steamcommunity.com/profiles/76561198064260593,,49520,No ratings yet,True,bruh beast game 10/10 IGN,2015-07-03
2144,hayen-,http://steamcommunity.com/id/hayen-,,730,1 of 1 people (100%) found this review helpful,True,"good game, dont use awp too much",2015-12-08
2145,76561198068174077,http://steamcommunity.com/profiles/76561198068174077,,730,1 of 2 people (50%) found this review helpful,True,Dank game skill difference can seem massive sometimes overall good game most realistic shooter out there,2015-09-30
2146,76561197995939652,http://steamcommunity.com/profiles/76561197995939652,,222880,3 of 3 people (100%) found this review helpful,True,Insurgency. A game that breaks barriers. More realistic than any other shooter. Couldnt ask for anything better.,2014-05-26
2147,76561197995939652,http://steamcommunity.com/profiles/76561197995939652,,218230,3 of 4 people (75%) found this review helpful,True,"MY FAV GAME OF ALL TIME! AND ITS FREE!!!!! WHAT MORE COULD YOU ASK FOR?!?!.......Anyway, planetside 2 is the ONLY sci-fi space shooter MMO that works! It does have queit a few bugs and gliches here and there, but overall AMAZING!",2013-07-14
2148,76561197995939652,http://steamcommunity.com/profiles/76561197995939652,,205100,1 of 1 people (100%) found this review helpful,True,"Really nice game, very hard at times (i rage quit a little bit) but other than that, amazing game! It has a wonderfull in depth story, great stealth gameplay, beautiful looks, realistic AI movments, and fun to play. 8/10 from me!",2014-04-06
2149,76561197995939652,http://steamcommunity.com/profiles/76561197995939652,,550,2 of 3 people (67%) found this review helpful,True,"u find zombies.you kill zombies. sounds fun to some, borring to others. BUT THIS GAME IS A 4.5/5 FROM ME!. IT IS SO FUN JUST MIDSESLY KILLING ZOMBIES AND PLAYING WITH UR FRIENDS LEAVING THE NPC'S TO DIE!!!! :D",2013-04-02
2150,hoot_toot,http://steamcommunity.com/id/hoot_toot,,271590,1 of 1 people (100%) found this review helpful,True,10/12 hacks!,2015-12-02
2152,hoot_toot,http://steamcommunity.com/id/hoot_toot,,1900,1 of 10 people (10%) found this review helpful,False,Doesn't even start up :P . Do not buy :(,2014-07-08
2154,76561198028187926,http://steamcommunity.com/profiles/76561198028187926,,374570,No ratings yet,True,Buenísima ,2015-05-29
2155,ExtraEdition,http://steamcommunity.com/id/ExtraEdition,,224600,No ratings yet,True,อยากเล่นจุง,2014-06-17
2156,76561198088408984,http://steamcommunity.com/profiles/76561198088408984,,236390,No ratings yet,False,naverdade eu achei um jogo mt bow so q depois  ele atululizou para 1.55 e meu jogo buga e nao entra mais parei de jogar,2015-12-28
2157,76561198088408984,http://steamcommunity.com/profiles/76561198088408984,,214950,No ratings yet,True,muito bom este game,2014-11-08
2158,76561198088408984,http://steamcommunity.com/profiles/76561198088408984,,224260,No ratings yet,True,so tem alguns bugs com no map nms_favela os zombies nao conseguem subir escadas,2013-12-10
2159,sgtkitty,http://steamcommunity.com/id/sgtkitty,,299740,2 of 5 people (40%) found this review helpful,False,"This game lacks any fun. Only a handful of servers show up and they all seem to lag you out. It has good intentions but there need to be more models as there are only 3 house models on the game and it gets boring running through the same house all the time. When you get a gun, yeah sweet you've got a gun now time to spend forever finding ammo for it and spend even longer looking for a back pack to carry a decent amount of ammo... Overall rating 1/10. Terrible game.",2015-12-09
2161,76561198065247694,http://steamcommunity.com/profiles/76561198065247694,,253710,1 of 1 people (100%) found this review helpful,False,"Its not free you only get to hunt elk, We need to take this off of steam or list it as a buy-to-play game.",2014-10-20
2166,76561198065247694,http://steamcommunity.com/profiles/76561198065247694,,339800,No ratings yet,True,Have you wanted fanservice? Then this is for you.,2015-10-04
2167,76561198065247694,http://steamcommunity.com/profiles/76561198065247694,,24240,No ratings yet,True,"A great first game to the franchise, though some of the parts are rough, the game expirience is amazing. You and friends have to struggle your way to the objective with overwhelming odds, and if you make it, it feels like you just won something amazing",2015-04-13
2168,76561198065247694,http://steamcommunity.com/profiles/76561198065247694,,1250,No ratings yet,True,One of the best Zombie horror survival games ive ever played!,2015-03-08
2169,76561198065247694,http://steamcommunity.com/profiles/76561198065247694,,206210,No ratings yet,True,This game is really fun!,2014-10-30
2170,76561198054549164,http://steamcommunity.com/profiles/76561198054549164,,289950,2 of 3 people (67%) found this review helpful,True,Wouldn't recommend the game,2015-04-01
2171,76561198094506909,http://steamcommunity.com/profiles/76561198094506909,,214490,1 of 4 people (25%) found this review helpful,False,The compatability is strict to directx11 so anyone who doesnt have a high end computer wont be able to properly play this game or even survive the 1 frame per second.,2015-06-16
2172,76561198094506909,http://steamcommunity.com/profiles/76561198094506909,"Last edited June 14, 2015.",252490,0 of 4 people (0%) found this review helpful,False,I brought the game few days ago and the game doesnt work. No servers are being found no official servers no community servers no modded servers. what a waste of $20 that was when i cant play the game and only make it to the menu. And better yet after 20-30 seconds being in the menu the game client stops working and doesnt respond. This game is a joke dont buy it.,2015-06-13
2174,Letachal,http://steamcommunity.com/id/Letachal,,245550,No ratings yet,True,"   English review :Best documentary about what is e-sports, behaps the focus is only on DotA, show how big is this place. Who says a simple game can be something giant like a mundial tournament.This movie doesn't only for DotA specially but for every single competitive game. Also raise up a great reflection, worth give up of college, family, friends and of live your always-life just for do what you like and be paid for it?Even if you're not a DotA player watch this, worth so much, I honestly don't play but is the second time that I see since was released last year and is amazing the way they retract and show what is e-sports, furthermore is just 1h29min.:D :)   Análise em português :Melhor documentário sobre o que é e-sports, apesar de o foco ser APENAS no DotA, já mostra o quão incrível é essa área. Quem diria que um simples jogo pode se transformar em algo grande como um torneio mundial.Esse filme não serve apenas para DotA mas para os jogos competitivos em geral. E também levanta uma grande reflexão, será que vale a pena deixar os estudos de lado, família, amigos e de viver a sua vida de sempre para fazer o que você gosta e ser pago por isso?Mesmo que você não jogue DotA assista esse documentário, vale muito a pena, eu não jogo mas é a segunda vez que assisto desde quando lançou ano passado e é inacreditável a maneira que eles retratam e o mostram o que são e-sports, além do mais é apenas 1h29m.:D :)",2015-10-20
2175,Letachal,http://steamcommunity.com/id/Letachal,,249870,No ratings yet,True,"O primeiro foi melhor, mas esse segundo não deixa de ser bom, ainda mais com toda essa imersão do universo DC. Poderia ter um terceiro jogo com os da Marvel.",2015-10-11
2176,Letachal,http://steamcommunity.com/id/Letachal,,363970,No ratings yet,True,"Não sei o motivo, mas desde que baixei isso continuo jogando.Apesar de o jogo ser apenas de clicar - chega um momento que não é mais preciso, como é comum nesses jogos - ele é bastante legal, talvez eu ache isso por ter jogado Cookie Clicker, mas se você gosta de jogos desse gênero, também vai gostar muito de Clicker Heroes, por mais que o tema seja de clicar, ele é bem mais do que apenas isso. :)",2015-09-21
2177,Letachal,http://steamcommunity.com/id/Letachal,,207620,No ratings yet,True,"Uma DLC que realmente vale a pena comprar, mas se não quiser não é preciso jogar pois não afeta a história principal, porém é legal você ver os acontecimentos do passado de algumas pessoas que aparecem em The Walking Dead Season Two. Alguns personagens ainda não apareceram, mas seria bom ver eles na terceira temporada.",2015-09-18
2178,Letachal,http://steamcommunity.com/id/Letachal,,219740,No ratings yet,True,"Um dos melhores jogos da Steam, só faltava ter um coop multiplayer.",2013-10-29
2179,Letachal,http://steamcommunity.com/id/Letachal,,207610,No ratings yet,True,"Tem razão desse jogo ter ganho o prêmio de melhor do ano de 2012, QUE VENHA A SEGUNDA TEMPORADA!!!",2013-08-25
2180,Letachal,http://steamcommunity.com/id/Letachal,,400,No ratings yet,True,"Jogo legal, mas achei muito curto.",2012-12-13
2181,Letachal,http://steamcommunity.com/id/Letachal,,220,No ratings yet,True,Não consigo parar de jogar esse jogo *muito bom*,2012-12-13
2182,Letachal,http://steamcommunity.com/id/Letachal,,440,No ratings yet,True,MT BOM BAIXEM,2012-11-24
2183,76561198046912445,http://steamcommunity.com/profiles/76561198046912445,,211820,0 of 1 people (0%) found this review helpful,True,Underground Flesh Biome 10 outta 10,2015-02-17
2184,76561198046912445,http://steamcommunity.com/profiles/76561198046912445,,301520,0 of 1 people (0%) found this review helpful,False,FREE TO WIN MY ♥♥♥!,2015-02-14
2185,76561198046912445,http://steamcommunity.com/profiles/76561198046912445,,1250,No ratings yet,True,Heaps of fun.,2014-07-17
2186,76561198046912445,http://steamcommunity.com/profiles/76561198046912445,,212680,No ratings yet,True,An awesome roguelike game.,2014-06-24
2187,falynax,http://steamcommunity.com/id/falynax,,730,2 of 2 people (100%) found this review helpful,True,"Is fun, much game, such shoot. Wow.",2015-11-11
2188,falynax,http://steamcommunity.com/id/falynax,,221100,2 of 4 people (50%) found this review helpful,False,"Spawned in, found an axe, killed some pleb, got killed by a hacker, gg.",2015-11-11
2189,PlainLukekil,http://steamcommunity.com/id/PlainLukekil,,245170,1 of 1 people (100%) found this review helpful,True,Boobs.10/10,2014-06-25
2190,76561198103524411,http://steamcommunity.com/profiles/76561198103524411,,200510,1 of 1 people (100%) found this review helpful,True,Great game,2014-07-24
2192,76561198103524411,http://steamcommunity.com/profiles/76561198103524411,,242860,0 of 2 people (0%) found this review helpful,True,Snipers 10/10,2015-06-17
2193,rockethaul,http://steamcommunity.com/id/rockethaul,,48700,No ratings yet,True,"Brilliant game. Aged brilliantly, like a fine wine. If you have the money, pick it up, and definitely the expansions!",2014-07-06
2194,76561198106239471,http://steamcommunity.com/profiles/76561198106239471,,730,No ratings yet,True,Pretty siq ♥♥♥♥,2015-07-24
2195,76561198085107826,http://steamcommunity.com/profiles/76561198085107826,,570,No ratings yet,True,Fun game,2014-02-03
2199,76561198047208774,http://steamcommunity.com/profiles/76561198047208774,,4000,No ratings yet,True,Garrys Mod is a awesome game i luv it so much that i've played it for a year and yes i know there are MORE people who play Garry's Mod more then me like 5-10 years be odd right? o_o But yea great game and good RP and other game types oh and FNAF (HINT its scary and came from scot),2015-04-29
2200,76561198047208774,http://steamcommunity.com/profiles/76561198047208774,,440,No ratings yet,True,this game ROCKS like hell it is awsome i like the trolls that do suff in the tf2 gaming :D but i hate the cheaters and hackers but still a fun game (p.s i hate scammers too BUT still a awsome game :D),2012-12-11
2202,FeatInk,http://steamcommunity.com/id/FeatInk,,271590,0 of 2 people (0%) found this review helpful,True,must have if ur friends play it.if u have no friends then dont get it.,2015-05-14
2204,FeatInk,http://steamcommunity.com/id/FeatInk,,7670,No ratings yet,True,If you like games and/or have a large ♥♥♥♥♥ you must get this game,2014-08-22
2205,FeatInk,http://steamcommunity.com/id/FeatInk,"Last edited July 21, 2014.",105600,No ratings yet,True,"Amazing game.Perfect for anyone bored of minecraft, i got about 50hrs solo out of it, another 60hrs on a friends server, another 50 or so after 1.2 patch came out. Keeps getting better and better, the sort of game you can come back to every few months and have another 30-40hrs of a completely new experience.EDIT: 1.2.4 came out = another 50hrs",2014-02-20
2206,FeatInk,http://steamcommunity.com/id/FeatInk,,550,No ratings yet,True,"woooo, still epic game.Definitely better a few years ago but with a bunch of friends you can still have plenty of fun.A must have!",2013-12-25
2207,FeatInk,http://steamcommunity.com/id/FeatInk,,8870,No ratings yet,True,"Do not recommend.Very short, unfulfilling, predictable story.Despite only paying $27 for it, I still felt robbed of a larger sum of money.Just play the original Bioshock against on a harder difficulty or something.",2013-10-24
2208,FeatInk,http://steamcommunity.com/id/FeatInk,,219890,No ratings yet,True,Freakin Crazy epic awesome adventurePerfect puzzle game you can keep coming back to!,2013-09-10
2209,FeatInk,http://steamcommunity.com/id/FeatInk,"Last edited July 11, 2014.",570,No ratings yet,True,Got called a noob poo face by someone from denmark10/10 would do again,2013-05-17
2211,bigprenis,http://steamcommunity.com/id/bigprenis,,218620,0 of 2 people (0%) found this review helpful,True,BUy it,2014-08-12
2212,bigprenis,http://steamcommunity.com/id/bigprenis,,730,No ratings yet,True,9/11 terrorism works,2015-09-19
2213,bigprenis,http://steamcommunity.com/id/bigprenis,,296470,No ratings yet,True,If you love climbing with floppy WIENERZZZZ in your face... buy it.,2015-04-04
2214,76561198068086235,http://steamcommunity.com/profiles/76561198068086235,,49520,No ratings yet,True,Borderlands 2 simplemente um jogo incrivel uma historia involvente e personagens unicos oque torna borderlands 2 um jogo unico e steampunk 9.9/10,2014-06-07
2215,dahaydos,http://steamcommunity.com/id/dahaydos,,243870,9 of 9 people (100%) found this review helpful,True,"Great game! more fun that i have expectedCan play first and third person which is coolmechanics and movements are really smooth in this gameI have played this game since beta can it has improved and the devlopers have added alot of cool new things such as maps, weapons etc.Good job UBISOFT!",2014-04-14
2216,dahaydos,http://steamcommunity.com/id/dahaydos,,222880,1 of 1 people (100%) found this review helpful,True,Great game! Do not buy this if you do not enjoy FPS relisim and hardcore shooters. Very fun and enjoyable. Incredibly addictive!,2014-04-16
2217,dahaydos,http://steamcommunity.com/id/dahaydos,,247910,2 of 5 people (40%) found this review helpful,False,Needs mutiplayer,2014-04-14
2218,dahaydos,http://steamcommunity.com/id/dahaydos,,107410,0 of 2 people (0%) found this review helpful,True,GOOD ♥♥♥♥,2015-06-28
2220,dahaydos,http://steamcommunity.com/id/dahaydos,,221100,No ratings yet,True,Great game and very addictive. Get this if you have tons of spare time...,2014-03-01
2221,dahaydos,http://steamcommunity.com/id/dahaydos,,440,No ratings yet,True,cool game,2013-12-13
2222,dahaydos,http://steamcommunity.com/id/dahaydos,"Last edited March 1, 2014.",730,No ratings yet,True,Great game for competitive gamers.,2013-12-09
2224,matt20131,http://steamcommunity.com/id/matt20131,,105600,No ratings yet,True,Buy it now!10/10- Matt,2014-12-01
2225,76561198028357316,http://steamcommunity.com/profiles/76561198028357316,,221100,8 of 10 people (80%) found this review helpful,False,Piece of Crap,2015-09-09
2228,76561198090768760,http://steamcommunity.com/profiles/76561198090768760,,440,3 of 3 people (100%) found this review helpful,True,its a great game in my opinion also not saying any game is bad thats just wrong,2014-07-17
2231,Mrawes0m3,http://steamcommunity.com/id/Mrawes0m3,,8930,No ratings yet,True,Fun game.,2014-12-13
2232,InsightXIVC,http://steamcommunity.com/id/InsightXIVC,,228380,No ratings yet,True,"This game is just outright amazing. It has BEAST Graphics, Cars Crashing, Havoc and LOTS of Wreckage if you like all those this is the game for you. I totally recommend this game 9/10 for me. :D",2014-02-01
2233,InsightXIVC,http://steamcommunity.com/id/InsightXIVC,,200710,No ratings yet,True,Really fun game to play especially with your friends around.,2013-12-16
2234,76561198054211660,http://steamcommunity.com/profiles/76561198054211660,,730,No ratings yet,True,10/10 would play with trollers again,2015-05-23
2235,76561198054211660,http://steamcommunity.com/profiles/76561198054211660,,262410,No ratings yet,True,"Good game, recomended if you want to know a bit about guns, It allows you to dissembke guns and assemble, it also allows you to work how it operates",2014-06-03
2236,76561198054211660,http://steamcommunity.com/profiles/76561198054211660,,440,No ratings yet,True,"Yes I very much do recommend this game, Its a very addictive game and there is a variety of things to do on it such as (MvM,trading and simple gameplay against other and with other steam players).",2014-04-11
2237,izumireina,http://steamcommunity.com/id/izumireina,,4000,1 of 1 people (100%) found this review helpful,True,This game is really cool and unique!i r8 it 11/10,2015-11-03
2240,izumireina,http://steamcommunity.com/id/izumireina,,730,No ratings yet,True,Very good. I r8 8/8 m8.,2015-01-14
2241,Fetolino,http://steamcommunity.com/id/Fetolino,,227940,0 of 1 people (0%) found this review helpful,False,"deveriam colocar mais opções para diminuir os graficos, achei o jogo em si legal  ",2015-02-08
2242,Fetolino,http://steamcommunity.com/id/Fetolino,,301520,No ratings yet,True,"Cara esse jogo é fantástico, colocando mais mapas o jogo vai ficar muita mais legal, eu aconselho muito esse jogo.Construir e ir para a batalha com o que você fez é muito divertido, isso exerce muito a imaginação, serve pra qualquer idade.(Menos o chat dos BR isso sim que é coisa pra +18)",2014-08-01
2243,76561198032373589,http://steamcommunity.com/profiles/76561198032373589,,235360,0 of 1 people (0%) found this review helpful,True,incredible,2013-12-09
2245,76561198032373589,http://steamcommunity.com/profiles/76561198032373589,,91700,No ratings yet,True,a really good shooter. endless side quests with a unique leveling system. not just another run and gun game. the atmosphere is like no other game i have played it really draws you in. earn money and develop your character the way you want.,2012-01-22
2246,Fiesta787,http://steamcommunity.com/id/Fiesta787,,252950,No ratings yet,True,"Ok, i know this game has already been reviewed a ♥♥♥♥ tonne, but imma do this anyways.This game is... just... you know? i have no idea how to describe it in one word, but i can describe it with a sentence as consolation.its hotwheels, that can jump. combined with soccer. and HOLY **** is it fun!I've played this game majority with friends, and even in the darkest situations, even when we are getting hammered, it is STILL fun. although, there was a situation with matchmaking a few days ago, were it matched us against ""Masters"" and ""Elite"" level players. and my god are they goodmy point is, if you and your friends want a new, enjoyable game. i highly recommend Rocket League.",2015-08-21
2247,76561197960425229,http://steamcommunity.com/profiles/76561197960425229,,226980,No ratings yet,True,Love these pinball games play on my Galaxy Tab all the time i just wish you could integrate the apps all into a single account so i can play all my Star Wars tables on all devices :),2014-05-08
2248,76561198057473311,http://steamcommunity.com/profiles/76561198057473311,,346900,No ratings yet,True,ITS A GOOD GAME TO PLAY WHEN YOUR BOARD OUR OUT OF GAMES TO PLAY OR U CAN PLAY IT WHILE YOUR DOWNLOADING A GAME,2015-09-21
2249,76561198057473311,http://steamcommunity.com/profiles/76561198057473311,,440,No ratings yet,True,you are so dumb mr.t,2014-11-11
2250,76561198068825441,http://steamcommunity.com/profiles/76561198068825441,,252490,No ratings yet,False,Players ruin this game,2014-01-31
2251,LetsBeOn,http://steamcommunity.com/id/LetsBeOn,,295110,2 of 4 people (50%) found this review helpful,True,"Pretty fun, great to play  cant  find ♥♥♥♥ in  places",2015-01-22
2252,76561198061285334,http://steamcommunity.com/profiles/76561198061285334,,264200,No ratings yet,True,"This is possibly one of the best games I have played even though it is so simple. If you have $5, buy this game. It is one of the best invesments you will ever make.",2015-04-12
2253,76561198061285334,http://steamcommunity.com/profiles/76561198061285334,,242720,No ratings yet,False,THis game has way too many bugs that need fixing. Sometimes you can't even start a match. There are better MMO's out there than this.,2015-01-11
2254,76561198061285334,http://steamcommunity.com/profiles/76561198061285334,,33230,No ratings yet,True,Game is very fun for most of the story line but gets very repetitive. The free running is very annoying sometimes but good game in general.,2014-10-09
2255,Takmid,http://steamcommunity.com/id/Takmid,,222880,1 of 1 people (100%) found this review helpful,True,game is great haven't played it for awhile but i can say for an hour it has been fun. It has nice graphics and it's a very realistic arcade shooter. Great game!,2014-03-31
2256,Takmid,http://steamcommunity.com/id/Takmid,,282660,3 of 11 people (27%) found this review helpful,True,Great for league matchs and cup matches pretty simple to use 10/10,2015-11-22
2257,76561198075229095,http://steamcommunity.com/profiles/76561198075229095,,222880,No ratings yet,True,11/10 Would Allahu Akbar again,2015-09-19
2259,76561198003855855,http://steamcommunity.com/profiles/76561198003855855,,250420,2 of 4 people (50%) found this review helpful,True,This game is so much fun I love building and fighting.,2013-12-31
2261,OH_MY_GOSH,http://steamcommunity.com/id/OH_MY_GOSH,,218620,2 of 3 people (67%) found this review helpful,False,Crimefest day 1 wow. this game was one of my favorites now i am just disapointed,2015-10-16
2263,modtech,http://steamcommunity.com/id/modtech,"Last edited April 6, 2014.",570,1 of 1 people (100%) found this review helpful,True,Best game I have played on steam so far i highly recommend u guys try it out and see for yourself & its FTP (Free To Play :D) & I Highly Think u Should choose (Lycan) ...<3Valve,2014-04-06
2266,modtech,http://steamcommunity.com/id/modtech,,243870,No ratings yet,False,When ive loged out of the game it says Im still in the game its a ♥♥♥♥ing ♥♥♥♥♥♥♥t game I havnt even goten into it an Im thinking to my self it will be crap when I started it for the first time the servers were ♥♥♥♥ing down and I had to make a ♥♥♥♥♥♥ Uplay ♥♥♥♥ account lets just hope I rethink this ♥♥♥♥,2015-10-21
2267,modtech,http://steamcommunity.com/id/modtech,,391460,No ratings yet,True,Couching makes you aim way bette awesome game to p|ay,2015-09-24
2268,Fliqi,http://steamcommunity.com/id/Fliqi,,730,No ratings yet,True,OK so basicallyyyyy im addicted 10/10,2015-05-16
2269,adderz308,http://steamcommunity.com/id/adderz308,,730,No ratings yet,True,Top game,2013-12-10
2270,BajanCanidian,http://steamcommunity.com/id/BajanCanidian,"Last edited September 26, 2015.",440,2 of 4 people (50%) found this review helpful,True,"PROS:- Hats.- Free to play.- Strong community.- Graphics and caricatures.- Bunch of user-generated contents.- Lifetime support and updates confirmed (it is Valve.)CONS:- Hats (sick of them.)- Lack of tribute to id and Quake.- More players means inevitably more kids and toxic players, too (statistically speaking.)Final Remarks:I pre-ordered The Orange Box back in 2007 and I have watched from the start how Team Fortress 2 (TF2) evolved into something perpetual thingy and Valve's flagship of their both economically and experimentally successful multiplayer game (now of course DotA2 and CS:GO have risen to stand along and they all pretty much surpassed it.) Do you realize how monumental this game was (and seemingly still is) to gamers and even to Valve themselves? Steam Achievement and later drop system along with hats were first introduced for TF2. I remember when hat phenomenon was all over the place and everyone wanted Fancy Fedora so much.Here is one fun story about the game; A guy from SourceOP known as Drunken F00l got VAC-banned for making idling tool for TF2 and for cheating an event item known as Golden Wrench. Including him, people who used idling tool got their hats and items taken away meanwhile all other active TF2 players were awarded with Halo hats for not using the tool. But after sometime the ban on the SourceOP guy was lifted and he officially started working at Valve for his TF2 Backpack and something more. Well, that guy had talent and Valve definitely knew about it so they decided to hire him in spite of all violations of user agreements as a Steam user. It reminds me of the FBI hiring a genius financial fraudster and there is even a movie about it. So much drama over TF2, aye? You see, this game just has so many interesting stories to tell.When TF2 switched to F2P model, the community even got bigger and stronger than ever before and it is still growing even after many years have passed. All official updates and endless user-created contents enrich the game; more drops, more hats, more weapons, more maps, more Halloween and holiday events, more updates, more everything, and now skins just like in CS:GO; OMG VOLVO. And its market is being sustained on its own economy. Quite amazing. I personally no longer play this game anymore because I already played enough of it, but it is easily understandable why this game is still one of the most played games on Steam.. RECOMMENDED .",2014-10-17
2271,BajanCanidian,http://steamcommunity.com/id/BajanCanidian,,218620,2 of 4 people (50%) found this review helpful,True,"I never thought I'd hear myself say this but...killing cops and stealing ♥♥♥♥ is so much fun! never thought I would like a game like this, but I do like to play the occasional fps (such as rainbow 6, or borderlands). Payday is very challenging and yet at the same time so rewarding; when I finally complete a mission I've been struggling with I feel EPIC. It's very addictive, and the only negative thing I have to say is that I wish there was something to spend all your money on in game, like with Payday 2. I also really like that this game has co-op, I play with my husband and we have a blast. I highly reccomend this game. ",2014-10-17
2273,Fluphy_,http://steamcommunity.com/id/Fluphy_,"Last edited December 5, 2014.",570,4 of 4 people (100%) found this review helpful,False,my review is helpful,2013-12-15
2274,Fluphy_,http://steamcommunity.com/id/Fluphy_,"Last edited September 14, 2015.",265930,3 of 3 people (100%) found this review helpful,True,this gaem ez gud i be play it long time an i mlg at it and i wood reck omend it cos i liek it so but it. by way it good gaem,2014-07-26
2275,Fluphy_,http://steamcommunity.com/id/Fluphy_,,550,2 of 2 people (100%) found this review helpful,True,an awesome game for people who like having fun.,2013-12-15
2276,Fluphy_,http://steamcommunity.com/id/Fluphy_,Last edited January 5.,440,2 of 2 people (100%) found this review helpful,True,emptied my wallet10/10 would spend money on virtual items again,2013-09-20
2277,Fluphy_,http://steamcommunity.com/id/Fluphy_,"Last edited July 26, 2014.",49520,1 of 1 people (100%) found this review helpful,True,buy this game cos it is fun,2014-01-13
2278,Fluphy_,http://steamcommunity.com/id/Fluphy_,,105600,2 of 3 people (67%) found this review helpful,True,this game is makin me horny cos itz an mlg copy paste mlg full of mlg where mlg noscopers and quickscopers go on an adventure to r@pe all of the noob hardscopers who suck i mean swallow at the game10/10-IGNmy review is helpful,2014-12-05
2279,Fluphy_,http://steamcommunity.com/id/Fluphy_,"Last edited December 30, 2015.",730,2 of 3 people (67%) found this review helpful,True,seems like a cool game. haven't played much of it though,2014-12-05
2280,Fluphy_,http://steamcommunity.com/id/Fluphy_,"Last edited June 11, 2014.",4000,2 of 3 people (67%) found this review helpful,True,hav fun wasting your life,2013-11-27
2281,76561198021135914,http://steamcommunity.com/profiles/76561198021135914,,218620,No ratings yet,True,definately worth it,2014-01-05
